,Grifo,Lavadora,Ducha,Total_Real,flow
2024-01-01 00:02:06,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:08,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:10,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:14,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:16,0.0,0.0,0.0,0.0,0.0016994977469132148
2024-01-01 00:02:18,0.0,0.0,0.0,0.0,0.015890782630701924
2024-01-01 00:02:20,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:22,0.0,0.0,0.0,0.0,0.014595049314786057
2024-01-01 00:02:24,0.0,0.0,0.0,0.0,0.0019342324443036073
2024-01-01 00:02:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:28,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:30,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:32,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:34,0.0,0.0,0.0,0.0,0.017997861899886135
2024-01-01 00:02:36,0.0,0.0,0.0,0.0,0.04592252497031092
2024-01-01 00:02:38,0.0,0.0,0.0,0.0,0.036562855550919496
2024-01-01 00:02:40,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:42,0.0,0.0,0.0,0.0,0.04472178410549856
2024-01-01 00:02:44,0.0,0.0,0.0,0.0,0.004460023716063346
2024-01-01 00:02:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:50,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:02:54,0.0,0.0,0.0,0.0,0.005112486671264631
2024-01-01 00:02:56,0.0,0.0,0.0,0.0,0.004817219431495937
2024-01-01 00:02:58,0.0,0.0,0.0,0.0,9.138060460243409e-05
2024-01-01 00:03:00,0.0,0.0,0.0,0.0,0.013108145092390494
2024-01-01 00:03:02,0.0,0.0,0.0,0.0,0.035719388243590236
2024-01-01 00:03:04,0.0,0.0,0.0,0.0,0.02848662406323971
2024-01-01 00:03:06,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:08,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:10,0.0,0.0,0.0,0.0,0.02802959733717821
2024-01-01 00:03:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:14,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:16,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:20,0.0,0.0,0.0,0.0,0.01624388184614364
2024-01-01 00:03:22,0.0,0.0,0.0,0.0,0.022774654809079406
2024-01-01 00:03:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:28,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:30,0.0,0.0,0.0,0.0,0.011754120162076396
2024-01-01 00:03:32,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:34,0.0,0.0,0.0,0.0,0.005500797593374669
2024-01-01 00:03:36,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:38,0.0,0.0,0.0,0.0,0.01737874498803265
2024-01-01 00:03:40,0.0,0.0,0.0,0.0,0.0035874110524245976
2024-01-01 00:03:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:44,0.0,0.0,0.0,0.0,0.035897145049934735
2024-01-01 00:03:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:50,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:54,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:03:58,0.0,0.0,0.0,0.0,0.051351254404270304
2024-01-01 00:04:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:04,0.0,0.0,0.0,0.0,0.044135109824808255
2024-01-01 00:04:06,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:08,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:10,0.0,0.0,0.0,0.0,0.031197140621882294
2024-01-01 00:04:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:14,0.0,0.0,0.0,0.0,0.05478029140640808
2024-01-01 00:04:16,0.0,0.0,0.0,0.0,0.020337776140178072
2024-01-01 00:04:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:20,0.0,0.0,0.0,0.0,0.0647192463979651
2024-01-01 00:04:22,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:24,0.0,0.0,0.0,0.0,0.02226286116027921
2024-01-01 00:04:26,0.0,0.0,0.0,0.0,0.008978777412194758
2024-01-01 00:04:28,0.0,0.0,0.0,0.0,0.03905223868196394
2024-01-01 00:04:30,0.0,0.0,0.0,0.0,0.046845335901805576
2024-01-01 00:04:32,0.0,0.0,0.0,0.0,0.0009601244719729987
2024-01-01 00:04:34,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:36,0.0,0.0,0.0,0.0,0.013799164288173493
2024-01-01 00:04:38,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:40,0.0,0.0,0.0,0.0,0.060401617425798686
2024-01-01 00:04:42,0.0,0.0,0.0,0.0,0.004096059932482123
2024-01-01 00:04:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:46,0.0,0.0,0.0,0.0,0.005540409175947252
2024-01-01 00:04:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:50,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:52,0.0,0.0,0.0,0.0,0.03601241723833276
2024-01-01 00:04:54,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:04:58,0.0,0.0,0.0,0.0,0.016099582575818585
2024-01-01 00:05:00,0.0,0.0,0.0,0.0,0.03557112463988991
2024-01-01 00:05:02,0.0,0.0,0.0,0.0,0.021568599319952
2024-01-01 00:05:04,0.0,0.0,0.0,0.0,0.02988143057417449
2024-01-01 00:05:06,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:08,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:10,0.0,0.0,0.0,0.0,0.0450400095586646
2024-01-01 00:05:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:14,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:16,0.0,0.0,0.0,0.0,0.039845824255471736
2024-01-01 00:05:18,0.0,0.0,0.0,0.0,0.016686900282019797
2024-01-01 00:05:20,0.0,0.0,0.0,0.0,0.013676633162448229
2024-01-01 00:05:22,0.0,0.0,0.0,0.0,0.06495007034703251
2024-01-01 00:05:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:26,0.0,0.0,0.0,0.0,0.027835203842437112
2024-01-01 00:05:28,0.0,0.0,0.0,0.0,0.001710393746912535
2024-01-01 00:05:30,0.0,0.0,0.0,0.0,0.008057768365897708
2024-01-01 00:05:32,0.0,0.0,0.0,0.0,0.04585405279237595
2024-01-01 00:05:34,0.0,0.0,0.0,0.0,0.015235072688688713
2024-01-01 00:05:36,0.0,0.0,0.0,0.0,0.01614888237148899
2024-01-01 00:05:38,0.0,0.0,0.0,0.0,0.032175220119294065
2024-01-01 00:05:40,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:48,0.0,0.0,0.0,0.0,0.06168621389820966
2024-01-01 00:05:50,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:54,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:05:56,0.0,0.0,0.0,0.0,0.009222200934273022
2024-01-01 00:05:58,0.0,0.0,0.0,0.0,0.024472116376178903
2024-01-01 00:06:00,0.0,0.0,0.0,0.0,0.02581420465079236
2024-01-01 00:06:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:04,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:06,0.0,0.0,0.0,0.0,0.008477398514648989
2024-01-01 00:06:08,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:10,0.0,0.0,0.0,0.0,0.04822036728059978
2024-01-01 00:06:12,0.0,0.0,0.0,0.0,0.01472924854914754
2024-01-01 00:06:14,0.0,0.0,0.0,0.0,0.022046333581494524
2024-01-01 00:06:16,0.0,0.0,0.0,0.0,0.01988643806002238
2024-01-01 00:06:18,0.0,0.0,0.0,0.0,0.03520421572455975
2024-01-01 00:06:20,0.0,0.0,0.0,0.0,0.005430646761111209
2024-01-01 00:06:22,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:24,0.0,0.0,0.0,0.0,0.011990638552579248
2024-01-01 00:06:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:28,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:30,0.0,0.0,0.0,0.0,0.017590920562652795
2024-01-01 00:06:32,0.0,0.0,0.0,0.0,0.03714849214300907
2024-01-01 00:06:34,0.0,0.0,0.0,0.0,0.0006381473020818495
2024-01-01 00:06:36,0.0,0.0,0.0,0.0,0.009264990377968914
2024-01-01 00:06:38,0.0,0.0,0.0,0.0,0.05106644833905714
2024-01-01 00:06:40,0.0,0.0,0.0,0.0,0.0072225953846570485
2024-01-01 00:06:42,0.0,0.0,0.0,0.0,0.07805049342541184
2024-01-01 00:06:44,0.0,0.0,0.0,0.0,0.016965289368946323
2024-01-01 00:06:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:48,0.0,0.0,0.0,0.0,0.022600248633135974
2024-01-01 00:06:50,0.0,0.0,0.0,0.0,0.011434751546483332
2024-01-01 00:06:52,0.0,0.0,0.0,0.0,0.03869258262248237
2024-01-01 00:06:54,0.0,0.0,0.0,0.0,0.02019544053809875
2024-01-01 00:06:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:06:58,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:04,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:06,0.0,0.0,0.0,0.0,0.01765735213261829
2024-01-01 00:07:08,0.0,0.0,0.0,0.0,0.05009713513054218
2024-01-01 00:07:10,0.0,0.0,0.0,0.0,0.011840145894689432
2024-01-01 00:07:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:14,0.0,0.0,0.0,0.0,0.013338080046604221
2024-01-01 00:07:16,0.0,0.0,0.0,0.0,0.035898944599369535
2024-01-01 00:07:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:20,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:22,0.0,0.0,0.0,0.0,0.00044064584187591277
2024-01-01 00:07:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:26,0.0,0.0,0.0,0.0,0.01944841301531577
2024-01-01 00:07:28,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:30,0.0,0.0,0.0,0.0,0.012585973317210833
2024-01-01 00:07:32,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:34,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:36,0.0,0.0,0.0,0.0,0.02167144073483314
2024-01-01 00:07:38,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:40,0.0,0.0,0.0,0.0,0.051808915537002155
2024-01-01 00:07:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:44,0.0,0.0,0.0,0.0,0.006740541772556577
2024-01-01 00:07:46,0.0,0.0,0.0,0.0,0.027977724956192697
2024-01-01 00:07:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:50,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:54,0.0,0.0,0.0,0.0,0.03787752310281546
2024-01-01 00:07:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:07:58,0.0,0.0,0.0,0.0,0.07674597857004757
2024-01-01 00:08:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:02,0.0,0.0,0.0,0.0,0.005536539095911109
2024-01-01 00:08:04,0.0,0.0,0.0,0.0,0.04626329857703627
2024-01-01 00:08:06,0.0,0.0,0.0,0.0,0.06018278664477369
2024-01-01 00:08:08,0.0,0.0,0.0,0.0,0.061845107299091935
2024-01-01 00:08:10,0.0,0.0,0.0,0.0,0.03625098691779427
2024-01-01 00:08:12,0.0,0.0,0.0,0.0,0.03072187577434387
2024-01-01 00:08:14,0.0,0.0,0.0,0.0,0.017775808476035493
2024-01-01 00:08:16,0.0,0.0,0.0,0.0,0.02335083228499913
2024-01-01 00:08:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:20,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:22,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:28,0.0,0.0,0.0,0.0,0.020891623423701457
2024-01-01 00:08:30,0.0,0.0,0.0,0.0,0.02865915625711532
2024-01-01 00:08:32,0.0,0.0,0.0,0.0,0.0026522065887554206
2024-01-01 00:08:34,0.0,0.0,0.0,0.0,0.044325902431657856
2024-01-01 00:08:36,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:38,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:40,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:48,0.0,0.0,0.0,0.0,0.045403492297263925
2024-01-01 00:08:50,0.0,0.0,0.0,0.0,0.018924350536643327
2024-01-01 00:08:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:08:54,0.0,0.0,0.0,0.0,0.055622776990025644
2024-01-01 00:08:56,0.0,0.0,0.0,0.0,0.03663101086576059
2024-01-01 00:08:58,0.0,0.0,0.0,0.0,0.01746293110405847
2024-01-01 00:09:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:04,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:06,0.0,0.0,0.0,0.0,0.03266245859112558
2024-01-01 00:09:08,0.0,0.0,0.0,0.0,0.05653758917803827
2024-01-01 00:09:10,0.0,0.0,0.0,0.0,0.04629730584816567
2024-01-01 00:09:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:14,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:16,0.0,0.0,0.0,0.0,0.004226587407336118
2024-01-01 00:09:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:20,0.0,0.0,0.0,0.0,0.009695031425543444
2024-01-01 00:09:22,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:28,0.0,0.0,0.0,0.0,0.015408003197091496
2024-01-01 00:09:30,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:32,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:34,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:36,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:38,0.0,0.0,0.0,0.0,0.05316754790009232
2024-01-01 00:09:40,0.0,0.0,0.0,0.0,0.049837776436436096
2024-01-01 00:09:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:46,0.0,0.0,0.0,0.0,0.014063227682250712
2024-01-01 00:09:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:50,0.0,0.0,0.0,0.0,0.009053756994583979
2024-01-01 00:09:52,0.0,0.0,0.0,0.0,0.02298240835154071
2024-01-01 00:09:54,0.0,0.0,0.0,0.0,0.03680799671652923
2024-01-01 00:09:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:09:58,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:04,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:06,0.0,0.0,0.0,0.0,0.011020965204485342
2024-01-01 00:10:08,0.0,0.0,0.0,0.0,0.027407538786997483
2024-01-01 00:10:10,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:12,0.0,0.0,0.0,0.0,0.04478065706878565
2024-01-01 00:10:14,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:16,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:20,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:22,0.0,0.0,0.0,0.0,0.026521361890831492
2024-01-01 00:10:24,0.0,0.0,0.0,0.0,0.022105316912773
2024-01-01 00:10:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:28,0.0,0.0,0.0,0.0,0.0020097215167461575
2024-01-01 00:10:30,0.0,0.0,0.0,0.0,0.015478176531122982
2024-01-01 00:10:32,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:34,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:36,0.0,0.0,0.0,0.0,0.023827940388654812
2024-01-01 00:10:38,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:40,0.0,0.0,0.0,0.0,0.008806737964998878
2024-01-01 00:10:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:44,0.0,0.0,0.0,0.0,0.01399289947300579
2024-01-01 00:10:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:50,0.0,0.0,0.0,0.0,0.03494218063371514
2024-01-01 00:10:52,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:54,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:10:56,0.0,0.0,0.0,0.0,0.006017075916928285
2024-01-01 00:10:58,0.0,0.0,0.0,0.0,0.034459120482861455
2024-01-01 00:11:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:02,0.0,0.0,0.0,0.0,0.0018503954954391495
2024-01-01 00:11:04,0.0,0.0,0.0,0.0,0.012864495009917189
2024-01-01 00:11:06,0.0,0.0,0.0,0.0,0.02079316821789432
2024-01-01 00:11:08,0.0,0.0,0.0,0.0,0.005293246658316755
2024-01-01 00:11:10,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:14,0.0,0.0,0.0,0.0,0.0025843164913912425
2024-01-01 00:11:16,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:20,0.0,0.0,0.0,0.0,0.013096794124730034
2024-01-01 00:11:22,0.0,0.0,0.0,0.0,0.027118045232585857
2024-01-01 00:11:24,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:26,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:28,0.0,0.0,0.0,0.0,0.018574627830155933
2024-01-01 00:11:30,0.0,0.0,0.0,0.0,0.06172486409135096
2024-01-01 00:11:32,0.0,0.0,0.0,0.0,0.0006238112302622368
2024-01-01 00:11:34,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:36,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:38,0.0,0.0,0.0,0.0,0.041246292574445544
2024-01-01 00:11:40,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:42,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:48,0.0,0.0,0.0,0.0,0.0036801094798438656
2024-01-01 00:11:50,0.0,0.0,0.0,0.0,0.048740353754086814
2024-01-01 00:11:52,0.0,0.0,0.0,0.0,0.009692378193480872
2024-01-01 00:11:54,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:56,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:11:58,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:00,0.0,0.0,0.0,0.0,0.02649329331441477
2024-01-01 00:12:02,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:04,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:06,0.0,0.0,0.0,0.0,0.09579322703534582
2024-01-01 00:12:08,0.0,0.0,0.0,0.0,0.008962587250970587
2024-01-01 00:12:10,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:12,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:14,0.0,0.0,0.0,0.0,0.034453371275902644
2024-01-01 00:12:16,0.0,0.0,0.0,0.0,0.0033981123161329336
2024-01-01 00:12:18,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:20,0.0,0.0,0.0,0.0,0.027576868037256105
2024-01-01 00:12:22,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:24,0.0,0.0,0.0,0.0,0.056198933286526365
2024-01-01 00:12:26,0.0,0.0,0.0,0.0,0.03240144197143945
2024-01-01 00:12:28,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:30,0.0,0.0,0.0,0.0,0.038430490852053384
2024-01-01 00:12:32,0.0,0.0,0.0,0.0,0.002035665315822099
2024-01-01 00:12:34,0.0,0.0,0.0,0.0,0.025583210253666583
2024-01-01 00:12:36,0.0,0.0,0.0,0.0,0.014541984518834242
2024-01-01 00:12:38,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:40,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:42,0.0,0.0,0.0,0.0,0.030898824527434834
2024-01-01 00:12:44,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:46,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:48,0.0,0.0,0.0,0.0,0.0
2024-01-01 00:12:50,0.0,0.0,0.0,0.0,0.01270797196780383
2024-01-01 00:12:52,0.0,0.0,0.0,0.0,0.061875747577294346
2024-01-01 00:12:54,0.0,0.0,0.0,0.0,0.0
